,Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,MVP,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,wl_pct,seed,highest_teammate_vorp,highest_teammate_ws
248,2005,Dwyane Wade,MIA,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,N,23.1,0.561,0.034,0.578,4.5,10.8,7.8,31.0,2.2,2.0,16.3,30.9,6.7,4.3,3.9,0.7,4.6,4.9,0.7195121951219512,1,4.6,11.0
249,2005,Amar'e Stoudemire,PHO,0.032,80,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243,N,26.6,0.617,0.012,0.595,8.5,17.4,13.2,7.7,1.3,3.0,10.1,28.3,11.3,3.3,4.1,0.3,4.4,4.7,0.7560975609756098,1,5.1,12.5
250,2005,Ray Allen,SEA,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,N,20.9,0.555,0.372,0.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,9.7,1.0,5.3,-1.2,4.1,4.8,0.6341463414634146,4,3.9,8.4
251,2006,Steve Nash,PHO,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,Y,23.3,0.632,0.324,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19.0,23.3,10.3,2.1,5.7,-0.7,5.0,4.9,0.6585365853658537,3,5.6,14.6
252,2006,LeBron James,CLE,0.55,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,N,28.1,0.568,0.208,0.447,2.6,17.1,9.8,32.8,2.0,1.5,10.7,33.6,12.0,4.3,7.5,1.6,9.1,9.4,0.6097560975609756,3,2.1,8.7
253,2006,Dirk Nowitzki,DAL,0.435,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275,N,28.1,0.589,0.173,0.382,4.6,23.4,14.2,14.7,1.0,2.1,7.9,30.0,13.5,4.3,7.8,0.4,8.1,7.9,0.7317073170731707,2,3.7,9.6
254,2006,Kobe Bryant,LAL,0.386,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,N,28.0,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,7.4,0.2,7.6,8.0,0.5487804878048781,6,3.9,9.2
255,2006,Chauncey Billups,DET,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,N,23.4,0.602,0.42,0.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,12.7,2.8,6.2,0.1,6.2,6.1,0.7804878048780488,1,4.0,10.1
256,2006,Dwyane Wade,MIA,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,N,27.6,0.577,0.054,0.568,4.5,12.6,8.7,33.0,2.6,1.5,13.2,32.5,10.2,4.2,5.9,1.8,7.7,7.1,0.6341463414634146,2,2.1,7.0
257,2006,Elton Brand,LAC,0.04,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,N,26.5,0.58,0.002,0.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,9.3,5.5,5.1,1.6,6.7,6.8,0.573170731707317,5,2.4,7.6
258,2006,Tim Duncan,SAS,0.026,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,N,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,3.9,6.9,2.3,2.6,5.0,4.9,0.7682926829268293,1,4.1,9.6
259,2006,Tony Parker,SAS,0.007,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,N,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,5.5,4.1,2.4,0.4,2.8,3.3,0.7682926829268293,1,4.9,10.8
260,2006,Allen Iverson,PHI,0.001,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,N,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,5.8,-1.0,4.8,5.3,0.4634146341463415,9,2.0,7.5
261,2007,Dirk Nowitzki,DAL,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,Y,27.6,0.605,0.129,0.411,5.3,23.9,14.8,17.8,1.0,1.7,9.5,28.9,11.8,4.5,7.2,1.2,8.3,7.4,0.8170731707317073,1,4.3,10.8
262,2007,Steve Nash,PHO,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,N,23.8,0.654,0.353,0.254,1.4,9.9,5.8,50.1,1.1,0.2,21.0,22.9,10.8,1.7,6.7,-0.8,5.9,5.3,0.7439024390243902,2,4.8,12.0
263,2007,Kobe Bryant,LAL,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,N,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,6.4,-0.5,5.9,6.1,0.5121951219512195,7,1.7,4.7
264,2007,Tim Duncan,SAS,0.222,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,N,26.1,0.579,0.008,0.502,9.8,27.0,18.8,18.8,1.3,5.1,14.0,27.9,6.3,6.8,3.8,3.2,7.0,6.2,0.7073170731707317,3,5.1,10.6
265,2007,LeBron James,CLE,0.142,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206,N,24.5,0.552,0.191,0.432,3.0,16.6,9.6,29.1,2.1,1.3,11.5,31.0,8.0,5.7,5.9,2.2,8.1,8.1,0.6097560975609756,2,1.3,6.6
266,2007,Tracy McGrady,HOU,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,N,23.2,0.515,0.257,0.33,2.6,14.5,8.6,37.5,1.9,1.1,11.2,35.0,4.1,4.5,4.9,1.2,6.1,5.2,0.6341463414634146,4,3.2,9.0
267,2007,Chris Bosh,TOR,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,N,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,6.1,3.5,2.8,-0.1,2.7,3.1,0.573170731707317,4,2.1,6.5
268,2007,Gilbert Arenas,WAS,0.024,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,N,24.0,0.565,0.377,0.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,5.5,-0.8,4.7,5.0,0.5,6,2.2,6.8
269,2007,Carlos Boozer,UTA,0.005,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,9.9,0.185,N,24.1,0.588,0.0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,4.4,0.2,4.6,4.3,0.6219512195121951,5,3.0,8.8
270,2007,Kevin Garnett,MIN,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,N,24.1,0.546,0.042,0.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,3.8,1.7,5.4,5.5,0.3902439024390244,12,1.8,5.7
271,2008,Kobe Bryant,LAL,0.873,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,Y,24.2,0.576,0.246,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,5.2,0.6,5.8,6.3,0.6951219512195121,1,3.2,9.7
272,2008,Chris Paul,NOH,0.71,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,N,28.3,0.576,0.193,0.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,13.2,4.6,7.2,3.2,10.4,9.3,0.6829268292682927,2,2.6,10.0
273,2008,Kevin Garnett,BOS,0.532,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,N,25.3,0.588,0.011,0.339,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,4.7,3.5,8.2,6.0,0.8048780487804879,1,5.0,12.4
274,2008,LeBron James,CLE,0.348,75,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,N,29.1,0.568,0.219,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,8.2,2.6,10.9,9.8,0.5487804878048781,4,0.9,6.1
275,2008,Dwight Howard,ORL,0.048,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,N,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,6.4,6.4,1.6,1.2,2.8,3.7,0.6341463414634146,3,4.0,9.8
276,2008,Amar'e Stoudemire,PHO,0.021,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,N,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,4.2,0.6,4.8,4.6,0.6707317073170732,4,4.2,10.5
277,2008,Tim Duncan,SAS,0.02,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,N,24.4,0.546,0.003,0.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,4.9,6.2,3.0,2.2,5.2,4.8,0.6829268292682927,2,6.0,11.1
278,2008,Tracy McGrady,HOU,0.015,66,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115,N,18.4,0.487,0.226,0.274,2.0,13.5,7.8,29.6,1.5,0.9,9.8,30.4,2.0,3.8,2.4,0.5,2.9,3.1,0.6707317073170732,4,2.9,
279,2008,Steve Nash,PHO,0.014,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,N,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22.0,9.0,1.4,5.8,-1.8,3.9,4.2,0.6707317073170732,4,4.6,14.6
280,2008,Manu Ginóbili,SAS,0.007,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,N,24.3,0.612,0.395,0.449,3.3,14.7,9.1,26.4,2.6,1.1,14.5,28.7,6.6,4.5,5.6,2.7,8.3,6.0,0.6829268292682927,2,4.8,11.1
281,2009,LeBron James,CLE,0.969,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,Y,31.7,0.591,0.238,0.472,4.3,19.0,11.9,38.0,2.4,2.4,11.0,33.8,13.7,6.5,9.5,3.7,13.2,11.8,0.8048780487804879,1,3.1,9.8
282,2009,Kobe Bryant,LAL,0.577,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,N,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,8.6,4.0,5.6,0.3,5.9,5.9,0.7926829268292683,1,5.0,13.9
283,2009,Dwyane Wade,MIA,0.562,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,N,30.4,0.574,0.16,0.443,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,10.3,4.4,8.2,2.4,10.6,9.6,0.524390243902439,5,1.0,5.7
284,2009,Dwight Howard,ORL,0.271,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,N,25.4,0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,6.2,7.6,2.1,2.4,4.5,4.7,0.7195121951219512,3,4.1,9.5
285,2009,Chris Paul,NOH,0.159,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,N,30.0,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,13.3,5.0,7.2,3.8,11.0,9.9,0.5975609756097561,7,2.0,7.8
287,2009,Chauncey Billups,TOT,0.027,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,N,18.8,0.595,0.407,0.467,1.4,8.2,4.9,28.8,1.7,0.5,13.0,21.8,7.8,2.1,3.9,-0.5,3.4,3.7,0.6585365853658537,2,2.6,9.3
288,2009,Paul Pierce,BOS,0.017,81,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164,N,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,5.5,4.8,2.4,0.7,3.1,3.9,0.7560975609756098,2,4.3,11.1
289,2009,Tony Parker,SAS,0.007,72,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,N,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,5.6,3.0,3.8,-0.2,3.6,3.5,0.6585365853658537,2,4.7,10.1
290,2009,Brandon Roy,POR,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,N,24.0,0.573,0.167,0.383,4.4,11.6,7.9,25.4,1.7,0.6,9.0,27.4,10.9,2.6,6.0,0.1,6.2,6.0,0.6585365853658537,2,2.5,9.5
291,2009,Dirk Nowitzki,DAL,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,N,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1.0,1.5,7.8,30.3,7.5,3.4,3.7,-0.3,3.4,4.2,0.6097560975609756,6,4.0,8.5
292,2010,LeBron James,CLE,0.98,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,Y,31.1,0.604,0.253,0.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,13.3,5.2,9.1,2.8,11.8,10.3,0.7439024390243902,1,2.3,8.1
293,2010,Kevin Durant,OKC,0.495,82,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,16.1,0.238,N,26.2,0.607,0.21,0.504,3.8,17.9,11.0,13.5,1.8,1.9,11.7,32.0,11.1,5.0,6.3,0.8,7.1,7.5,0.6097560975609756,6,2.3,6.6
294,2010,Kobe Bryant,LAL,0.487,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16,N,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,3.9,0.2,4.1,4.4,0.6951219512195121,1,4.2,11.0
295,2010,Dwight Howard,ORL,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,N,24.0,0.63,0.008,0.978,12.0,31.3,22.0,8.7,1.4,6.0,18.7,23.9,6.1,7.1,1.6,2.8,4.4,4.6,0.7195121951219512,2,2.3,7.4
296,2010,Dwyane Wade,MIA,0.097,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224,N,28.0,0.562,0.161,0.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,7.1,2.1,9.2,7.9,0.573170731707317,5,1.7,6.0
297,2010,Carmelo Anthony,DEN,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,N,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,3.5,-1.2,2.3,2.9,0.6463414634146342,4,3.6,10.8
298,2010,Dirk Nowitzki,DAL,0.045,81,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,12.3,0.194,N,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13.0,1.2,2.0,7.8,28.8,8.4,3.9,3.7,0.5,4.2,4.7,0.6707317073170732,2,4.5,8.9
299,2010,Steve Nash,PHO,0.04,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.178,N,21.6,0.615,0.295,0.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.1,0.8,6.1,-1.8,4.3,4.2,0.6585365853658537,3,2.6,10.7
300,2010,Deron Williams,UTA,0.006,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,N,20.6,0.574,0.246,0.397,2.2,10.4,6.4,44.5,1.8,0.5,16.9,23.8,7.4,3.0,4.2,-0.4,3.8,4.1,0.6463414634146342,4,3.7,9.9
301,2011,Derrick Rose,CHI,0.977,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,Y,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,6.3,0.5,6.8,6.7,0.7560975609756098,1,3.0,9.9
302,2011,Dwight Howard,ORL,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,N,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,2.9,2.4,5.3,5.4,0.6341463414634146,4,2.4,6.6
303,2011,LeBron James,MIA,0.431,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,15.6,0.244,N,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,6.3,1.8,8.1,7.8,0.7073170731707317,2,6.1,12.8
304,2011,Kobe Bryant,LAL,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,N,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,5.4,-0.2,5.2,5.0,0.6951219512195121,2,5.2,14.7
305,2011,Kevin Durant,OKC,0.157,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,12.0,0.189,N,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,5.2,-0.3,4.9,5.3,0.6707317073170732,4,4.4,9.4
306,2011,Dirk Nowitzki,DAL,0.093,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,N,23.4,0.612,0.142,0.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,4.3,0.8,5.1,4.5,0.6951219512195121,2,3.3,9.4
307,2011,Dwyane Wade,MIA,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,N,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,5.5,1.1,6.6,6.1,0.7073170731707317,2,7.8,15.6
308,2011,Manu Ginóbili,SAS,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,N,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,6.6,3.2,4.1,1.3,5.4,4.5,0.7439024390243902,1,3.5,8.2
309,2011,Amar'e Stoudemire,NYK,0.007,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8.0,0.134,N,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,2.0,-0.6,1.4,2.4,0.5121951219512195,6,1.4,5.3
310,2011,Blake Griffin,LAC,0.004,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,N,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,3.0,-0.3,2.6,3.6,0.3902439024390244,13,2.2,5.3
311,2012,LeBron James,MIA,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,Y,30.7,0.605,0.127,0.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,8.2,2.7,10.9,7.6,0.696969696969697,2,4.0,7.7
312,2012,Kevin Durant,OKC,0.735,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,N,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,6.2,0.8,7.0,5.8,0.7121212121212122,2,3.1,9.3
313,2012,Chris Paul,LAC,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,N,27.0,0.581,0.239,0.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,6.7,2.4,9.2,6.1,0.6060606060606061,5,3.4,9.2
314,2012,Kobe Bryant,LAL,0.291,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,N,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,4.2,-0.9,3.3,2.9,0.6212121212121212,3,3.3,8.3
315,2012,Tony Parker,SAS,0.274,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,7.1,0.177,N,22.0,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,3.6,-0.9,2.7,2.3,0.7575757575757576,1,2.2,5.9
316,2012,Kevin Love,MIN,0.048,55,39.0,26.0,13.3,2.0,0.9,0.5,0.448,0.372,0.824,10.0,0.223,N,25.4,0.568,0.266,0.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,6.1,-0.9,5.2,3.9,0.3939393939393939,12,1.1,4.5
317,2012,Dwight Howard,ORL,0.011,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,N,24.2,0.569,0.01,0.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,2.2,2.0,4.3,3.3,0.5606060606060606,6,3.0,8.9
318,2012,Rajon Rondo,BOS,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,N,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,1.5,0.6,2.2,2.1,0.5909090909090909,5,3.2,7.0
319,2012,Steve Nash,PHO,0.006,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,N,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,4.7,-1.2,3.4,2.7,0.5,10,2.3,7.6
320,2012,Dwyane Wade,MIA,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,N,26.3,0.559,0.067,0.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,6.0,1.9,7.9,4.0,0.696969696969697,2,7.6,14.5
321,2013,LeBron James,MIA,0.998,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,Y,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,9.3,2.4,11.7,9.9,0.8048780487804879,1,3.8,9.6
322,2013,Kevin Durant,OKC,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,N,28.3,0.647,0.233,0.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,13.6,5.3,7.6,1.7,9.3,8.9,0.7317073170731707,1,4.6,11.6
323,2013,Carmelo Anthony,NYK,0.393,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,N,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,6.0,-1.7,4.3,3.9,0.6585365853658537,2,2.7,9.3
324,2013,Chris Paul,LAC,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,N,26.4,0.594,0.271,0.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,6.4,2.4,8.8,6.4,0.6829268292682927,4,4.0,10.6
325,2013,Kobe Bryant,LAL,0.152,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,10.9,0.174,N,23.0,0.57,0.255,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,4.7,-0.1,4.6,5.0,0.5487804878048781,7,1.8,7.6
326,2013,Tony Parker,SAS,0.071,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,N,23.0,0.588,0.068,0.332,1.0,9.1,5.3,40.4,1.3,0.2,13.0,27.7,7.1,2.3,4.1,-0.5,3.6,3.1,0.7073170731707317,2,3.8,8.3
327,2013,Tim Duncan,SAS,0.054,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,N,24.4,0.554,0.007,0.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,3.4,4.9,2.4,2.9,5.3,3.8,0.7073170731707317,2,3.1,9.3
328,2013,James Harden,HOU,0.027,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,N,22.9,0.6,0.364,0.592,2.4,11.9,7.2,25.7,2.4,1.0,14.9,29.0,9.8,3.0,5.2,0.5,5.6,5.8,0.5487804878048781,7,2.8,7.0
329,2013,Russell Westbrook,OKC,0.007,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,N,23.9,0.532,0.195,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,4.6,-0.2,4.4,4.6,0.7317073170731707,1,8.9,18.9
330,2013,Dwyane Wade,MIA,0.004,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,N,24.0,0.571,0.06,0.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,3.7,0.7,4.4,3.8,0.8048780487804879,1,9.9,19.3
331,2014,Kevin Durant,OKC,0.986,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,Y,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33.0,14.8,4.4,8.8,1.4,10.2,9.6,0.7195121951219512,2,2.7,9.6
332,2014,LeBron James,MIA,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,N,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,12.3,3.7,7.8,1.1,8.8,7.9,0.6585365853658537,2,2.2,8.0
333,2014,Blake Griffin,LAC,0.347,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,N,23.9,0.583,0.032,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29.0,8.1,4.1,3.8,0.7,4.5,4.7,0.6951219512195121,3,5.8,12.2
