,Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,MVP,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,wl_pct,seed,highest_teammate_vorp,highest_teammate_ws
77,1988,Clyde Drexler,POR,0.108,81,37.8,27.0,6.6,5.8,2.5,0.6,0.506,0.212,0.811,13.2,0.207,N,24.1,0.564,0.031,0.35,9.2,9.6,9.4,23.5,3.1,1.0,10.9,28.0,9.3,3.9,5.7,1.4,7.0,7.0,0.6463414634146342,3,4.0,9.8
78,1988,Dominique Wilkins,ATL,0.069,78,37.8,30.7,6.4,2.9,1.3,0.6,0.464,0.295,0.826,9.8,0.16,N,23.7,0.534,0.066,0.335,7.9,11.0,9.5,13.5,1.7,1.0,8.9,35.2,7.0,2.8,5.4,-1.1,4.3,4.7,0.6097560975609756,3,4.4,8.3
79,1988,Hakeem Olajuwon,HOU,0.05,79,35.8,22.8,12.1,2.1,2.1,2.7,0.514,0.0,0.695,10.7,0.182,N,23.4,0.555,0.003,0.396,11.2,24.1,17.7,9.2,2.7,4.2,13.0,26.5,4.4,6.3,2.2,2.2,4.4,4.6,0.5609756097560976,6,2.5,7.6
80,1988,Karl Malone,UTA,0.045,82,39.0,27.7,12.0,2.4,1.4,0.6,0.52,0.0,0.7,10.1,0.152,N,20.7,0.568,0.003,0.478,9.7,22.8,16.6,10.1,1.7,0.9,14.0,29.7,4.0,6.1,1.7,-0.2,1.5,2.9,0.573170731707317,5,7.6,14.1
81,1988,Fat Lever,DEN,0.033,82,37.3,18.9,8.1,7.8,2.7,0.3,0.473,0.211,0.785,10.4,0.163,N,20.5,0.516,0.042,0.232,6.7,16.5,11.4,28.1,3.3,0.4,10.8,21.4,5.5,4.9,3.0,2.2,5.1,5.5,0.6585365853658537,2,3.1,8.8
82,1988,John Stockton,UTA,0.019,82,34.7,14.7,2.9,13.8,3.0,0.2,0.574,0.358,0.84,14.1,0.238,N,23.2,0.645,0.085,0.41,2.1,6.6,4.5,54.8,4.0,0.3,21.9,17.2,9.2,4.9,5.2,3.3,8.5,7.6,0.573170731707317,5,2.9,10.1
83,1989,Magic Johnson,LAL,0.782,77,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267,Y,26.9,0.625,0.165,0.495,4.6,18.0,11.7,48.6,2.3,0.4,18.4,24.3,12.1,4.0,7.3,2.0,9.4,8.3,0.6951219512195121,1,3.7,9.7
84,1989,Michael Jordan,CHI,0.704,81,40.2,32.5,8.0,8.0,2.9,0.8,0.538,0.276,0.85,19.8,0.292,N,31.1,0.614,0.055,0.442,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,14.6,5.2,8.4,3.4,11.9,11.4,0.573170731707317,6,1.5,6.4
85,1989,Karl Malone,UTA,0.426,80,39.1,29.1,10.7,2.7,1.8,0.9,0.519,0.313,0.766,15.2,0.233,N,24.4,0.592,0.01,0.589,10.0,19.6,15.1,12.8,2.3,1.3,12.7,30.4,8.6,6.6,4.3,1.2,5.4,5.9,0.6219512195121951,3,8.3,15.6
86,1989,Patrick Ewing,NYK,0.235,80,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0.0,0.746,10.9,0.181,N,22.1,0.607,0.005,0.378,8.0,20.7,14.2,9.5,1.9,5.6,15.1,23.6,6.2,4.7,2.3,2.3,4.5,4.8,0.6341463414634146,3,3.4,7.2
87,1989,Hakeem Olajuwon,HOU,0.211,82,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0.0,0.696,12.4,0.197,N,25.2,0.552,0.006,0.419,12.2,27.2,19.8,8.2,3.3,5.5,13.0,28.2,4.6,7.8,2.7,2.9,5.5,5.7,0.5487804878048781,5,2.9,8.7
88,1989,Charles Barkley,PHI,0.111,79,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.216,0.753,16.1,0.25,N,27.0,0.653,0.134,0.661,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,13.2,2.9,7.3,0.2,7.5,7.4,0.5609756097560976,7,2.2,7.0
89,1989,John Stockton,UTA,0.033,82,38.7,17.1,3.0,13.6,3.2,0.2,0.538,0.242,0.863,15.6,0.236,N,22.9,0.624,0.072,0.49,3.1,5.4,4.3,54.3,4.1,0.3,21.5,19.1,9.8,5.8,5.1,3.2,8.3,8.3,0.6219512195121951,3,5.9,15.2
90,1989,Kevin Johnson,PHO,0.026,81,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,N,20.5,0.597,0.02,0.511,1.6,9.4,5.7,40.4,2.0,0.4,18.9,21.2,8.6,3.5,3.9,0.3,4.2,5.0,0.6707317073170732,2,3.0,9.2
91,1989,Tom Chambers,PHO,0.024,81,37.1,25.7,8.4,2.9,1.1,0.7,0.471,0.326,0.851,9.2,0.146,N,19.3,0.547,0.052,0.364,5.3,18.4,12.1,11.1,1.3,1.0,10.8,28.2,5.1,4.1,1.6,-0.2,1.4,2.6,0.6707317073170732,2,5.0,12.2
92,1989,Mark Price,CLE,0.021,75,36.4,18.9,3.0,8.4,1.5,0.1,0.526,0.441,0.901,11.3,0.199,N,20.6,0.623,0.21,0.29,2.1,7.0,4.7,33.8,2.1,0.1,15.7,21.0,8.0,3.3,4.5,0.0,4.5,4.5,0.6951219512195121,2,4.8,10.3
93,1990,Magic Johnson,LAL,0.691,79,37.2,22.3,6.6,11.5,1.7,0.4,0.48,0.384,0.89,16.5,0.27,Y,26.6,0.622,0.243,0.56,5.2,14.8,10.2,45.5,2.2,0.7,16.9,24.8,12.8,3.8,8.3,1.8,10.1,8.9,0.7682926829268293,1,4.3,10.6
94,1990,Charles Barkley,PHI,0.667,79,39.1,25.2,11.5,3.9,1.9,0.6,0.6,0.217,0.749,17.3,0.269,N,27.1,0.661,0.078,0.632,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,13.1,4.2,7.2,1.0,8.2,8.0,0.6463414634146342,3,2.7,8.0
95,1990,Michael Jordan,CHI,0.613,82,39.0,33.6,6.9,6.3,2.8,0.7,0.526,0.376,0.848,19.0,0.285,N,31.2,0.606,0.125,0.356,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,9.1,2.1,11.2,10.6,0.6707317073170732,2,3.0,8.0
96,1990,Karl Malone,UTA,0.233,82,38.1,31.0,11.1,2.8,1.5,0.6,0.562,0.372,0.762,15.9,0.245,N,27.2,0.626,0.026,0.561,9.3,24.0,17.1,13.2,1.9,1.0,13.0,32.6,10.5,5.4,5.9,0.5,6.4,6.6,0.6707317073170732,4,8.0,14.4
97,1990,Patrick Ewing,NYK,0.176,82,38.6,28.6,10.9,2.2,1.0,4.0,0.551,0.25,0.775,13.5,0.205,N,25.8,0.599,0.002,0.387,8.5,22.4,15.7,10.0,1.2,5.9,12.4,29.4,8.3,5.3,3.7,1.8,5.5,6.0,0.5487804878048781,5,1.5,6.0
98,1990,David Robinson,SAS,0.111,82,36.6,24.3,12.0,2.0,1.7,3.9,0.531,0.0,0.732,15.1,0.241,N,26.3,0.597,0.002,0.644,11.7,24.8,18.5,8.7,2.2,6.5,13.3,26.6,7.9,7.2,4.0,2.9,6.9,6.8,0.6829268292682927,3,2.7,8.7
99,1990,Hakeem Olajuwon,HOU,0.07,82,38.1,24.3,14.0,2.9,2.1,4.6,0.501,0.167,0.713,11.2,0.173,N,24.1,0.541,0.004,0.333,10.3,28.3,19.5,12.1,2.6,7.0,14.6,28.1,2.5,8.7,1.8,4.0,5.8,6.2,0.5,8,2.0,8.5
100,1990,Tom Chambers,PHO,0.013,81,37.6,27.2,7.0,2.3,1.1,0.6,0.501,0.279,0.861,11.2,0.176,N,20.9,0.579,0.053,0.4,4.7,15.2,10.3,10.0,1.4,0.9,10.3,28.8,7.5,3.7,2.7,-0.3,2.3,3.3,0.6585365853658537,5,4.9,11.6
101,1990,John Stockton,UTA,0.01,78,37.4,17.2,2.6,14.5,2.7,0.2,0.514,0.416,0.819,14.4,0.238,N,23.9,0.607,0.123,0.471,2.5,5.6,4.1,57.4,3.5,0.4,19.7,20.6,10.4,4.0,6.7,2.2,8.9,8.0,0.6707317073170732,4,6.6,15.9
102,1990,Larry Bird,BOS,0.005,75,39.3,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.93,9.5,0.154,N,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,5.3,4.1,4.1,1.2,5.3,5.5,0.6341463414634146,4,3.8,11.1
103,1991,Michael Jordan,CHI,0.928,82,37.0,31.5,6.0,5.5,2.7,1.0,0.539,0.312,0.851,20.3,0.321,Y,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,8.9,3.2,12.0,10.8,0.7439024390243902,1,5.9,11.2
104,1991,Magic Johnson,LAL,0.518,79,37.1,19.4,7.0,12.5,1.3,0.2,0.477,0.32,0.906,15.4,0.251,N,25.1,0.623,0.256,0.587,4.3,16.9,10.9,49.3,1.8,0.3,20.4,22.9,11.2,4.2,7.0,1.9,9.0,8.1,0.7073170731707317,2,3.4,9.0
105,1991,David Robinson,SAS,0.496,82,37.7,25.6,13.0,2.5,1.5,3.9,0.552,0.143,0.762,17.0,0.264,N,27.4,0.615,0.005,0.569,12.6,24.7,19.0,10.9,2.0,6.2,13.7,26.6,9.4,7.6,5.2,3.3,8.5,8.2,0.6707317073170732,3,2.3,8.8
106,1991,Charles Barkley,PHI,0.231,67,37.3,27.6,10.1,4.2,1.6,0.5,0.57,0.284,0.722,13.4,0.258,N,28.9,0.635,0.133,0.564,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,10.3,3.1,8.3,1.0,9.3,7.0,0.5365853658536586,5,4.1,9.8
107,1991,Karl Malone,UTA,0.148,82,40.3,29.0,11.8,3.3,1.1,1.0,0.527,0.286,0.77,15.5,0.225,N,24.8,0.596,0.009,0.552,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,4.8,0.6,5.4,6.2,0.6585365853658537,5,8.1,14.0
108,1991,Clyde Drexler,POR,0.078,82,34.8,21.5,6.7,6.0,1.8,0.7,0.482,0.319,0.794,12.4,0.209,N,22.1,0.563,0.143,0.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,8.0,4.5,5.2,1.7,6.8,6.4,0.7682926829268293,1,6.2,13.0
109,1991,Kevin Johnson,PHO,0.033,77,36.0,22.2,3.5,10.1,2.1,0.1,0.516,0.205,0.843,12.7,0.22,N,23.7,0.604,0.038,0.538,2.2,8.1,5.3,40.7,2.8,0.2,16.0,24.8,9.5,3.3,5.5,1.1,6.6,6.0,0.6707317073170732,3,3.7,9.7
110,1991,Dominique Wilkins,ATL,0.03,81,38.0,25.9,9.0,3.3,1.5,0.8,0.47,0.341,0.829,11.4,0.177,N,23.5,0.555,0.152,0.35,9.0,17.3,13.0,14.4,1.9,1.3,9.6,28.1,8.6,2.8,5.4,-0.5,4.9,5.4,0.524390243902439,6,2.6,6.3
111,1991,Larry Bird,BOS,0.026,60,38.0,19.4,8.5,7.2,1.8,1.0,0.454,0.389,0.891,6.6,0.14,N,19.7,0.53,0.195,0.18,2.8,20.4,12.3,25.9,2.3,1.5,14.6,23.7,3.0,3.6,2.9,1.7,4.6,3.8,0.6829268292682927,2,2.7,
112,1991,Terry Porter,POR,0.026,81,32.9,17.0,3.5,8.0,2.0,0.1,0.515,0.415,0.823,13.0,0.235,N,21.7,0.632,0.332,0.359,2.2,9.4,5.9,34.0,2.8,0.3,14.7,19.6,9.2,3.9,5.6,1.8,7.4,6.2,0.7682926829268293,1,6.4,12.4
113,1992,Michael Jordan,CHI,0.938,80,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274,Y,27.7,0.579,0.055,0.325,3.5,15.3,9.5,25.7,3.0,1.5,8.8,31.7,12.1,5.6,7.2,2.5,9.7,9.2,0.8170731707317073,1,6.4,14.1
114,1992,Clyde Drexler,POR,0.584,76,36.2,25.0,6.6,6.7,1.8,0.9,0.47,0.337,0.794,12.8,0.223,N,23.6,0.56,0.229,0.342,6.6,13.2,9.9,29.9,2.4,1.6,12.4,28.7,8.3,4.5,6.8,1.9,8.7,7.4,0.6951219512195121,1,4.0,10.6
115,1992,David Robinson,SAS,0.351,68,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,N,27.5,0.597,0.007,0.522,11.2,24.0,17.7,11.3,3.1,7.4,12.1,24.7,7.0,6.9,4.8,4.6,9.4,7.4,0.573170731707317,5,2.3,8.4
116,1992,Karl Malone,UTA,0.273,81,37.7,28.0,11.2,3.0,1.3,0.6,0.526,0.176,0.778,15.1,0.237,N,25.4,0.599,0.011,0.571,8.7,24.1,16.8,13.4,1.8,1.0,11.6,30.3,9.9,5.2,5.2,0.6,5.7,5.9,0.6707317073170732,2,8.1,13.4
117,1992,Patrick Ewing,NYK,0.104,82,38.4,24.0,11.2,1.9,1.1,3.0,0.522,0.167,0.738,13.0,0.198,N,22.8,0.563,0.004,0.335,8.4,24.9,16.8,8.5,1.4,5.0,10.7,27.2,6.1,6.9,2.6,2.2,4.9,5.5,0.6219512195121951,3,3.5,7.6
118,1992,Chris Mullin,GSW,0.084,81,41.3,25.6,5.6,3.5,2.1,0.8,0.524,0.366,0.833,10.8,0.155,N,19.9,0.586,0.11,0.265,4.2,10.4,7.4,12.2,2.4,1.1,10.2,23.6,8.1,2.7,3.6,0.1,3.7,4.8,0.6707317073170732,2,4.1,9.2
119,1992,Mark Price,CLE,0.069,72,29.7,17.3,2.4,7.4,1.3,0.2,0.488,0.387,0.947,9.1,0.205,N,22.7,0.61,0.291,0.318,2.1,6.8,4.5,37.9,2.2,0.3,13.5,24.1,7.5,1.6,6.1,-0.4,5.8,4.2,0.6951219512195121,2,5.2,
120,1992,Tim Hardaway,GSW,0.067,81,41.1,23.4,3.8,10.0,2.0,0.2,0.461,0.338,0.766,9.2,0.132,N,19.1,0.537,0.236,0.244,2.7,7.4,5.1,33.3,2.3,0.2,13.2,24.4,7.2,2.0,3.9,-1.1,2.8,4.1,0.6707317073170732,2,4.8,10.8
121,1992,Scottie Pippen,CHI,0.033,82,38.6,21.0,7.7,7.0,1.9,1.1,0.506,0.2,0.76,12.7,0.192,N,21.5,0.555,0.059,0.319,6.9,15.8,11.5,25.8,2.5,1.8,14.0,24.6,7.1,5.5,4.1,2.0,6.1,6.4,0.8170731707317073,1,9.2,17.7
122,1992,Dennis Rodman,DET,0.027,82,40.3,9.8,18.7,2.3,0.8,0.9,0.539,0.317,0.6,12.6,0.183,N,17.0,0.574,0.159,0.22,18.1,34.1,26.2,8.2,1.1,1.3,16.7,11.1,5.6,7.0,1.9,0.9,2.8,4.0,0.5853658536585366,5,2.3,8.2
123,1993,Charles Barkley,PHO,0.852,76,37.6,25.6,12.2,5.1,1.6,1.0,0.52,0.305,0.765,14.4,0.242,Y,25.9,0.596,0.16,0.423,9.5,26.3,18.1,21.2,2.0,1.6,12.5,26.9,9.6,4.8,6.3,1.4,7.8,7.1,0.7560975609756098,1,3.6,9.8
124,1993,Hakeem Olajuwon,HOU,0.66,82,39.5,26.1,13.0,3.5,1.8,4.2,0.529,0.0,0.779,15.8,0.234,N,27.3,0.577,0.005,0.356,10.5,25.9,18.7,15.8,2.4,6.5,12.4,28.8,7.9,8.0,3.9,3.6,7.5,7.8,0.6707317073170732,2,2.5,8.2
125,1993,Michael Jordan,CHI,0.577,78,39.3,32.6,6.7,5.5,2.8,0.8,0.495,0.352,0.837,17.2,0.27,N,29.7,0.564,0.115,0.284,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,12.0,5.2,8.7,2.6,11.2,10.2,0.6951219512195121,2,4.7,9.1
126,1993,Patrick Ewing,NYK,0.366,81,37.1,24.2,12.1,1.9,0.9,2.0,0.503,0.143,0.719,10.6,0.17,N,20.8,0.546,0.005,0.359,7.3,28.4,18.2,9.2,1.3,3.6,12.9,29.7,2.6,8.1,1.4,2.0,3.4,4.0,0.7317073170731707,1,3.0,7.5
127,1993,Dominique Wilkins,ATL,0.055,71,37.3,29.9,6.8,3.2,1.0,0.4,0.468,0.38,0.828,10.5,0.191,N,24.3,0.57,0.199,0.396,7.6,12.9,10.1,14.9,1.3,0.6,9.0,31.9,9.1,1.4,7.1,-1.7,5.4,4.9,0.524390243902439,6,3.8,7.0
128,1993,David Robinson,SAS,0.034,82,39.2,23.4,11.7,3.7,1.5,3.2,0.501,0.176,0.732,13.2,0.197,N,24.2,0.569,0.013,0.568,8.6,24.8,17.1,15.0,2.0,5.1,12.5,26.4,6.7,6.4,3.6,2.7,6.4,6.8,0.5975609756097561,5,1.8,6.4
129,1993,Shaquille O'Neal,ORL,0.031,81,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0.0,0.592,10.4,0.163,N,22.9,0.584,0.002,0.553,13.4,27.1,20.6,8.5,1.0,5.7,15.9,27.0,4.5,6.0,2.0,1.5,3.5,4.3,0.5,8,3.5,8.0
130,1993,Karl Malone,UTA,0.01,82,37.8,27.0,11.2,3.8,1.5,1.0,0.552,0.2,0.74,15.4,0.238,N,26.2,0.612,0.014,0.579,8.6,24.6,16.9,16.9,2.0,1.8,11.7,28.4,10.4,5.0,6.0,1.4,7.3,7.3,0.573170731707317,6,6.2,10.6
131,1993,Mark Price,CLE,0.01,75,31.7,18.2,2.7,8.0,1.2,0.1,0.484,0.416,0.948,9.8,0.197,N,22.1,0.609,0.297,0.309,1.9,7.6,4.8,38.1,1.9,0.3,14.9,24.5,7.4,2.3,5.8,-0.6,5.3,4.4,0.6585365853658537,3,4.7,12.7
132,1993,Brad Daugherty,CLE,0.001,71,37.9,20.2,10.2,4.4,0.7,0.8,0.571,0.5,0.795,12.7,0.226,N,22.0,0.635,0.002,0.54,7.3,22.9,15.5,17.3,1.0,1.3,11.7,21.1,8.8,3.9,4.0,0.9,4.9,4.7,0.6585365853658537,3,4.4,10.7
133,1994,Hakeem Olajuwon,HOU,0.88,80,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,Y,25.3,0.565,0.011,0.32,8.2,23.3,16.2,16.4,2.0,5.7,12.3,29.8,6.4,7.9,3.5,3.3,6.8,7.3,0.7073170731707317,2,2.5,9.8
134,1994,David Robinson,SAS,0.723,80,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20.0,0.296,N,30.7,0.577,0.017,0.558,8.8,20.3,14.8,21.6,2.3,5.4,10.9,32.0,13.3,6.7,8.1,3.8,11.9,11.4,0.6707317073170732,4,2.3,8.7
135,1994,Scottie Pippen,CHI,0.386,72,38.3,22.0,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194,N,23.2,0.544,0.154,0.32,7.3,19.4,13.3,24.6,4.0,1.4,13.7,27.1,5.2,6.0,4.5,3.2,7.7,6.8,0.6707317073170732,3,3.9,10.0
136,1994,Shaquille O'Neal,ORL,0.286,81,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0.0,0.554,16.9,0.252,N,28.5,0.605,0.001,0.534,13.5,23.7,18.7,11.0,1.2,4.5,10.2,29.0,12.1,4.8,6.2,0.6,6.8,7.2,0.6097560975609756,4,3.8,7.6
137,1994,Patrick Ewing,NYK,0.252,79,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211,N,22.9,0.551,0.009,0.387,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,5.1,8.0,2.5,2.7,5.2,5.5,0.6951219512195121,1,2.6,10.5
138,1994,Gary Payton,SEA,0.02,82,35.1,16.5,3.3,6.0,2.3,0.2,0.504,0.278,0.595,9.3,0.155,N,17.8,0.526,0.047,0.241,4.3,6.8,5.5,26.7,3.3,0.5,11.9,21.6,5.2,4.1,1.9,1.3,3.1,3.7,0.7682926829268293,1,4.2,11.7
139,1994,Shawn Kemp,SEA,0.017,79,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216,N,22.9,0.593,0.004,0.496,14.2,24.7,19.4,12.4,2.8,4.6,17.7,24.2,5.6,6.0,2.4,2.0,4.4,4.2,0.7682926829268293,1,3.7,9.3
140,1994,Karl Malone,UTA,0.017,82,40.6,25.2,11.5,4.0,1.5,1.5,0.497,0.25,0.694,13.4,0.193,N,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28.0,7.4,6.1,4.1,1.5,5.6,6.4,0.6463414634146342,5,7.5,13.2
141,1994,Mark Price,CLE,0.007,76,31.4,17.3,3.0,7.8,1.4,0.1,0.478,0.397,0.888,10.0,0.201,N,22.7,0.586,0.296,0.267,1.9,9.2,5.6,42.0,2.3,0.3,14.4,24.6,7.6,2.4,6.3,0.1,6.4,5.0,0.573170731707317,5,2.4,7.4
142,1994,Charles Barkley,PHO,0.005,65,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185,N,22.8,0.563,0.17,0.432,9.8,25.6,17.8,20.0,2.2,1.0,14.2,26.5,5.6,3.3,4.5,0.7,5.2,4.2,0.6829268292682927,3,3.4,9.3
143,1995,David Robinson,SAS,0.858,81,38.0,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,Y,29.1,0.602,0.013,0.57,9.1,22.6,16.2,13.7,2.2,5.9,11.1,29.9,10.7,6.7,6.0,3.2,9.2,8.7,0.7560975609756098,1,2.8,8.7
144,1995,Shaquille O'Neal,ORL,0.576,79,37.0,29.3,11.4,2.7,0.9,2.4,0.583,0.0,0.533,14.0,0.23,N,28.6,0.588,0.003,0.536,13.3,21.7,17.6,13.3,1.3,4.5,9.4,31.9,9.6,4.4,5.6,0.2,5.8,5.7,0.6951219512195121,1,4.5,10.7
145,1995,Karl Malone,UTA,0.507,82,38.1,26.7,10.6,3.5,1.6,1.0,0.536,0.268,0.742,13.8,0.212,N,25.1,0.59,0.026,0.449,6.6,27.2,17.4,16.4,2.1,2.2,11.3,30.3,8.1,5.8,4.3,1.3,5.6,6.0,0.7317073170731707,2,7.9,13.9
146,1995,Patrick Ewing,NYK,0.219,79,37.0,23.9,11.0,2.7,0.9,2.0,0.503,0.286,0.75,9.6,0.157,N,21.9,0.555,0.014,0.386,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,3.1,6.5,1.8,1.8,3.5,4.1,0.6707317073170732,2,2.5,8.6
147,1995,Hakeem Olajuwon,HOU,0.14,72,39.6,27.8,10.8,3.5,1.8,3.4,0.517,0.188,0.756,10.7,0.181,N,26.0,0.563,0.01,0.348,7.3,23.1,15.6,17.2,2.4,5.9,11.7,31.7,5.1,5.6,2.8,2.6,5.4,5.3,0.573170731707317,6,2.3,6.1
148,1995,Charles Barkley,PHO,0.091,68,35.0,23.0,11.1,4.1,1.6,0.7,0.486,0.338,0.748,10.6,0.214,N,25.2,0.572,0.192,0.444,9.8,26.8,18.2,18.9,2.3,1.4,9.9,27.5,7.4,3.3,5.6,0.7,6.3,5.0,0.7195121951219512,3,3.1,7.7
149,1995,Scottie Pippen,CHI,0.079,79,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188,N,22.6,0.559,0.239,0.333,6.9,18.2,12.5,22.8,4.0,2.2,15.2,26.3,5.1,6.7,4.4,3.0,7.5,7.2,0.573170731707317,5,4.1,10.0
150,1995,John Stockton,UTA,0.045,82,35.0,14.7,3.1,12.3,2.4,0.3,0.542,0.449,0.804,13.9,0.233,N,23.3,0.651,0.287,0.387,2.6,8.0,5.5,52.6,3.5,0.6,22.4,18.9,9.9,4.0,7.0,2.0,9.0,7.9,0.7317073170731707,2,6.0,13.8
151,1995,Gary Payton,SEA,0.032,82,36.8,20.6,3.4,7.1,2.5,0.2,0.509,0.302,0.716,11.7,0.187,N,21.3,0.564,0.172,0.259,4.3,6.7,5.5,31.8,3.4,0.3,11.8,24.4,8.2,3.5,4.1,0.8,4.9,5.2,0.6951219512195121,4,4.7,12.9
152,1995,Anfernee Hardaway,ORL,0.022,77,37.7,20.9,4.4,7.2,1.7,0.3,0.512,0.349,0.769,10.7,0.177,N,20.8,0.599,0.218,0.405,5.7,7.5,6.6,28.5,2.3,0.6,16.1,23.7,8.2,2.5,4.4,-0.3,4.1,4.5,0.6951219512195121,1,5.7,14.0
153,1996,Michael Jordan,CHI,0.986,82,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317,Y,29.4,0.582,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,8.3,2.2,10.5,9.8,0.8780487804878049,1,5.9,12.3
154,1996,David Robinson,SAS,0.508,82,36.8,25.0,12.2,3.0,1.4,3.3,0.516,0.333,0.761,18.3,0.29,N,29.4,0.589,0.007,0.597,12.3,24.2,18.4,14.6,1.9,6.4,9.8,28.8,11.1,7.2,5.8,3.1,8.9,8.3,0.7195121951219512,2,2.9,9.1
155,1996,Anfernee Hardaway,ORL,0.319,82,36.8,21.7,4.3,7.1,2.0,0.5,0.513,0.314,0.767,14.4,0.229,N,24.6,0.605,0.233,0.477,5.1,8.5,6.8,32.2,2.9,1.0,13.5,25.5,11.0,3.4,6.2,1.0,7.2,6.9,0.7317073170731707,2,3.4,8.8
156,1996,Hakeem Olajuwon,HOU,0.211,72,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,0.166,N,25.5,0.558,0.009,0.367,7.3,24.0,15.9,18.3,2.1,5.3,12.5,31.9,4.5,5.2,2.8,2.0,4.9,4.9,0.5853658536585366,5,3.0,6.7
157,1996,Scottie Pippen,CHI,0.2,77,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,0.209,N,21.0,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,7.0,5.3,4.6,1.7,6.3,5.9,0.8780487804878049,1,9.8,20.4
158,1996,Gary Payton,SEA,0.087,81,39.0,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,N,19.6,0.554,0.234,0.24,4.1,8.4,6.3,33.3,3.7,0.5,15.6,23.6,5.9,5.6,2.8,1.8,4.6,5.2,0.7804878048780488,1,3.4,11.2
159,1996,Karl Malone,UTA,0.075,82,38.0,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,0.233,N,26.0,0.575,0.026,0.466,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,9.9,5.3,5.6,1.4,7.0,7.1,0.6707317073170732,3,6.4,13.0
160,1996,Shawn Kemp,SEA,0.065,79,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,0.205,N,22.6,0.631,0.013,0.709,13.0,26.9,20.3,11.5,1.8,3.8,20.4,26.2,5.2,6.1,1.5,1.3,2.8,3.2,0.7804878048780488,1,5.2,11.5
161,1996,Grant Hill,DET,0.056,80,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,0.172,N,20.9,0.537,0.021,0.529,4.9,23.4,14.5,31.4,1.7,1.2,14.9,25.9,6.0,5.7,3.1,1.7,4.8,5.6,0.5609756097560976,6,2.3,7.6
